block,tray,row,column,family,original_order,plantID,label_colour
15,29,A,1,F2.27,1352,F2.27.183,pink
15,29,H,2,F2.27,1353,F2.27.184,pink
15,29,E,2,F2.27,1356,F2.27.185,pink
15,29,C,3,F2.27,1366,F2.27.186,pink
15,29,E,4,F2.27,1372,F2.27.187,pink
15,29,H,5,F2.27,1377,F2.27.188,pink
15,29,A,6,F2.27,1392,F2.27.189,pink
15,30,H,7,F2.27,1393,F2.27.190,pink
15,30,E,7,F2.27,1396,F2.27.191,pink
15,30,E,8,F2.27,1404,F2.27.192,pink
15,30,D,9,F2.27,1413,F2.27.193,pink
15,30,C,9,F2.27,1414,F2.27.194,pink
15,30,D,12,F2.27,1437,F2.27.195,pink
1,1,B,3,F2.32,23,F2.32.001,blue
1,1,H,4,F2.32,25,F2.32.002,blue
1,1,F,4,F2.32,27,F2.32.003,blue
1,1,G,5,F2.32,34,F2.32.004,blue
1,1,A,6,F2.32,48,F2.32.005,blue
1,2,D,7,F2.32,53,F2.32.006,blue
1,2,F,8,F2.32,59,F2.32.007,blue
1,2,B,8,F2.32,63,F2.32.008,blue
1,2,H,9,F2.32,65,F2.32.009,blue
1,2,A,9,F2.32,72,F2.32.010,blue
1,2,C,10,F2.32,78,F2.32.011,blue
1,2,F,11,F2.32,83,F2.32.012,blue
1,2,C,11,F2.32,86,F2.32.013,blue
2,3,D,1,F2.32,101,F2.32.014,blue
2,3,C,1,F2.32,102,F2.32.015,blue
2,3,C,2,F2.32,110,F2.32.016,blue
2,3,A,2,F2.32,112,F2.32.017,blue
2,3,A,4,F2.32,128,F2.32.018,blue
2,3,B,5,F2.32,135,F2.32.019,blue
2,3,G,6,F2.32,138,F2.32.020,blue
2,4,F,7,F2.32,147,F2.32.021,blue
2,4,D,7,F2.32,149,F2.32.022,blue
2,4,E,8,F2.32,156,F2.32.023,blue
2,4,G,10,F2.32,170,F2.32.024,blue
2,4,C,11,F2.32,182,F2.32.025,blue
2,4,B,11,F2.32,183,F2.32.026,blue
3,5,H,1,F2.32,193,F2.32.027,blue
3,5,D,2,F2.32,205,F2.32.028,blue
3,5,D,3,F2.32,213,F2.32.029,blue
3,5,C,4,F2.32,222,F2.32.030,blue
3,6,C,7,F2.32,246,F2.32.031,blue
3,6,D,8,F2.32,253,F2.32.032,blue
3,6,C,8,F2.32,254,F2.32.033,blue
3,6,H,9,F2.32,257,F2.32.034,blue
3,6,G,9,F2.32,258,F2.32.035,blue
3,6,H,11,F2.32,273,F2.32.036,blue
3,6,G,11,F2.32,274,F2.32.037,blue
3,6,A,11,F2.32,280,F2.32.038,blue
3,6,H,12,F2.32,281,F2.32.039,blue
4,7,H,1,F2.32,289,F2.32.040,blue
4,7,F,1,F2.32,291,F2.32.041,blue
4,7,A,1,F2.32,296,F2.32.042,blue
4,7,G,4,F2.32,314,F2.32.043,blue
4,7,G,5,F2.32,322,F2.32.044,blue
4,7,H,6,F2.32,329,F2.32.045,blue
4,8,H,8,F2.32,345,F2.32.046,blue
4,8,H,9,F2.32,353,F2.32.047,blue
4,8,E,9,F2.32,356,F2.32.048,blue
4,8,H,10,F2.32,361,F2.32.049,blue
4,8,D,10,F2.32,365,F2.32.050,blue
4,8,G,12,F2.32,378,F2.32.051,blue
4,8,A,12,F2.32,384,F2.32.052,blue
5,9,H,1,F2.32,385,F2.32.053,blue
5,9,F,1,F2.32,387,F2.32.054,blue
5,9,H,3,F2.32,401,F2.32.055,blue
5,9,E,6,F2.32,428,F2.32.056,blue
5,10,D,7,F2.32,437,F2.32.057,blue
5,10,G,8,F2.32,442,F2.32.058,blue
5,10,A,8,F2.32,448,F2.32.059,blue
5,10,H,9,F2.32,449,F2.32.060,blue
5,10,B,9,F2.32,455,F2.32.061,blue
5,10,E,10,F2.32,460,F2.32.062,blue
5,10,B,10,F2.32,463,F2.32.063,blue
5,10,D,11,F2.32,469,F2.32.064,blue
5,10,D,12,F2.32,477,F2.32.065,blue
6,11,H,3,F2.32,497,F2.32.066,blue
6,11,G,4,F2.32,506,F2.32.067,blue
6,11,G,6,F2.32,522,F2.32.068,blue
6,12,H,7,F2.32,529,F2.32.069,blue
6,12,G,7,F2.32,530,F2.32.070,blue
6,12,E,7,F2.32,532,F2.32.071,blue
6,12,D,7,F2.32,533,F2.32.072,blue
6,12,C,7,F2.32,534,F2.32.073,blue
6,12,B,7,F2.32,535,F2.32.074,blue
6,12,C,9,F2.32,550,F2.32.075,blue
6,12,H,11,F2.32,561,F2.32.076,blue
6,12,A,11,F2.32,568,F2.32.077,blue
6,12,A,12,F2.32,576,F2.32.078,blue
7,13,F,1,F2.32,579,F2.32.079,blue
7,13,G,2,F2.32,586,F2.32.080,blue
7,13,E,3,F2.32,596,F2.32.081,blue
7,13,F,6,F2.32,619,F2.32.082,blue
7,14,G,7,F2.32,626,F2.32.083,blue
7,14,A,8,F2.32,640,F2.32.084,blue
7,14,F,10,F2.32,651,F2.32.085,blue
7,14,B,10,F2.32,655,F2.32.086,blue
7,14,G,11,F2.32,658,F2.32.087,blue
7,14,F,11,F2.32,659,F2.32.088,blue
7,14,C,11,F2.32,662,F2.32.089,blue
7,14,G,12,F2.32,666,F2.32.090,blue
7,14,D,12,F2.32,669,F2.32.091,blue
8,15,H,2,F2.32,681,F2.32.092,blue
8,15,E,2,F2.32,684,F2.32.093,blue
8,15,C,3,F2.32,694,F2.32.094,blue
8,15,B,3,F2.32,695,F2.32.095,blue
8,15,H,4,F2.32,697,F2.32.096,blue
8,15,B,5,F2.32,711,F2.32.097,blue
8,15,E,6,F2.32,716,F2.32.098,blue
8,16,H,7,F2.32,721,F2.32.099,blue
8,16,A,7,F2.32,728,F2.32.100,blue
8,16,C,8,F2.32,734,F2.32.101,blue
8,16,E,10,F2.32,748,F2.32.102,blue
8,16,C,11,F2.32,758,F2.32.103,blue
8,16,F,12,F2.32,763,F2.32.104,blue
9,17,E,1,F2.32,772,F2.32.105,blue
9,17,D,1,F2.32,773,F2.32.106,blue
9,17,C,1,F2.32,774,F2.32.107,blue
9,17,E,4,F2.32,796,F2.32.108,blue
9,17,D,4,F2.32,797,F2.32.109,blue
9,17,B,4,F2.32,799,F2.32.110,blue
9,17,D,5,F2.32,805,F2.32.111,blue
9,17,C,6,F2.32,814,F2.32.112,blue
9,18,E,8,F2.32,828,F2.32.113,blue
9,18,F,10,F2.32,843,F2.32.114,blue
9,18,B,10,F2.32,847,F2.32.115,blue
9,18,A,10,F2.32,848,F2.32.116,blue
9,18,C,11,F2.32,854,F2.32.117,blue
10,19,H,2,F2.32,873,F2.32.118,blue
10,19,G,3,F2.32,882,F2.32.119,blue
10,19,D,4,F2.32,893,F2.32.120,blue
10,19,A,4,F2.32,896,F2.32.121,blue
10,19,E,5,F2.32,900,F2.32.122,blue
10,19,C,5,F2.32,902,F2.32.123,blue
10,19,B,5,F2.32,903,F2.32.124,blue
10,19,F,6,F2.32,907,F2.32.125,blue
10,20,F,7,F2.32,915,F2.32.126,blue
10,20,E,8,F2.32,924,F2.32.127,blue
10,20,D,8,F2.32,925,F2.32.128,blue
10,20,C,11,F2.32,950,F2.32.129,blue
10,20,D,12,F2.32,957,F2.32.130,blue
11,21,F,1,F2.32,963,F2.32.131,blue
11,21,F,2,F2.32,971,F2.32.132,blue
11,21,D,3,F2.32,981,F2.32.133,blue
11,21,H,4,F2.32,985,F2.32.134,blue
11,21,D,4,F2.32,989,F2.32.135,blue
11,21,D,5,F2.32,997,F2.32.136,blue
11,22,D,7,F2.32,1013,F2.32.137,blue
11,22,A,7,F2.32,1016,F2.32.138,blue
11,22,H,8,F2.32,1017,F2.32.139,blue
11,22,A,8,F2.32,1024,F2.32.140,blue
11,22,C,9,F2.32,1030,F2.32.141,blue
11,22,B,9,F2.32,1031,F2.32.142,blue
11,22,F,10,F2.32,1035,F2.32.143,blue
12,23,C,1,F2.32,1062,F2.32.144,blue
12,23,A,1,F2.32,1064,F2.32.145,blue
12,23,H,5,F2.32,1089,F2.32.146,blue
12,23,D,5,F2.32,1093,F2.32.147,blue
12,24,F,7,F2.32,1107,F2.32.148,blue
12,24,E,7,F2.32,1108,F2.32.149,blue
12,24,B,7,F2.32,1111,F2.32.150,blue
12,24,A,7,F2.32,1112,F2.32.151,blue
12,24,C,10,F2.32,1134,F2.32.152,blue
12,24,H,11,F2.32,1137,F2.32.153,blue
12,24,E,11,F2.32,1140,F2.32.154,blue
12,24,H,12,F2.32,1145,F2.32.155,blue
12,24,B,12,F2.32,1151,F2.32.156,blue
13,25,F,2,F2.32,1163,F2.32.157,blue
13,25,E,3,F2.32,1172,F2.32.158,blue
13,25,D,3,F2.32,1173,F2.32.159,blue
13,26,H,7,F2.32,1201,F2.32.160,blue
13,26,F,7,F2.32,1203,F2.32.161,blue
13,26,E,7,F2.32,1204,F2.32.162,blue
13,26,C,7,F2.32,1206,F2.32.163,blue
13,26,G,8,F2.32,1210,F2.32.164,blue
13,26,E,9,F2.32,1220,F2.32.165,blue
13,26,G,11,F2.32,1234,F2.32.166,blue
13,26,G,12,F2.32,1242,F2.32.167,blue
13,26,F,12,F2.32,1243,F2.32.168,blue
13,26,C,12,F2.32,1246,F2.32.169,blue
14,27,H,1,F2.32,1249,F2.32.170,blue
14,27,C,2,F2.32,1262,F2.32.171,blue
14,27,F,3,F2.32,1267,F2.32.172,blue
14,27,E,4,F2.32,1276,F2.32.173,blue
14,27,D,5,F2.32,1285,F2.32.174,blue
14,27,H,6,F2.32,1289,F2.32.175,blue
14,27,G,6,F2.32,1290,F2.32.176,blue
14,28,G,8,F2.32,1306,F2.32.177,blue
14,28,C,8,F2.32,1310,F2.32.178,blue
14,28,A,8,F2.32,1312,F2.32.179,blue
14,28,E,9,F2.32,1316,F2.32.180,blue
14,28,C,9,F2.32,1318,F2.32.181,blue
14,28,A,11,F2.32,1336,F2.32.182,blue
15,29,H,1,F2.32,1345,F2.32.183,blue
15,29,G,1,F2.32,1346,F2.32.184,blue
15,29,D,1,F2.32,1349,F2.32.185,blue
15,29,C,1,F2.32,1350,F2.32.186,blue
15,29,B,2,F2.32,1359,F2.32.187,blue
15,29,A,2,F2.32,1360,F2.32.188,blue
15,29,D,6,F2.32,1389,F2.32.189,blue
15,29,C,6,F2.32,1390,F2.32.190,blue
15,30,G,7,F2.32,1394,F2.32.191,blue
15,30,C,8,F2.32,1406,F2.32.192,blue
15,30,B,8,F2.32,1407,F2.32.193,blue
15,30,A,8,F2.32,1408,F2.32.194,blue
15,30,E,9,F2.32,1412,F2.32.195,blue
1,1,H,2,F2.35,9,F2.35.001,orange
1,1,C,2,F2.35,14,F2.35.002,orange
1,1,A,2,F2.35,16,F2.35.003,orange
1,1,E,3,F2.35,20,F2.35.004,orange
1,1,D,3,F2.35,21,F2.35.005,orange
1,1,B,4,F2.35,31,F2.35.006,orange
1,1,E,5,F2.35,36,F2.35.007,orange
1,1,D,5,F2.35,37,F2.35.008,orange
1,2,A,7,F2.35,56,F2.35.009,orange
1,2,H,8,F2.35,57,F2.35.010,orange
1,2,D,8,F2.35,61,F2.35.011,orange
1,2,C,9,F2.35,70,F2.35.012,orange
1,2,D,10,F2.35,77,F2.35.013,orange
2,3,F,2,F2.35,107,F2.35.014,orange
2,3,D,2,F2.35,109,F2.35.015,orange
2,3,H,5,F2.35,129,F2.35.016,orange
2,3,A,6,F2.35,144,F2.35.017,orange
2,4,H,7,F2.35,145,F2.35.018,orange
2,4,C,7,F2.35,150,F2.35.019,orange
2,4,H,8,F2.35,153,F2.35.020,orange
2,4,F,8,F2.35,155,F2.35.021,orange
2,4,A,8,F2.35,160,F2.35.022,orange
2,4,H,10,F2.35,169,F2.35.023,orange
2,4,B,10,F2.35,175,F2.35.024,orange
2,4,E,12,F2.35,188,F2.35.025,orange
2,4,B,12,F2.35,191,F2.35.026,orange
3,5,E,3,F2.35,212,F2.35.027,orange
3,5,H,4,F2.35,217,F2.35.028,orange
3,5,C,6,F2.35,238,F2.35.029,orange
3,5,A,6,F2.35,240,F2.35.030,orange
3,6,F,7,F2.35,243,F2.35.031,orange
3,6,E,7,F2.35,244,F2.35.032,orange
3,6,B,7,F2.35,247,F2.35.033,orange
3,6,E,8,F2.35,252,F2.35.034,orange
3,6,C,10,F2.35,270,F2.35.035,orange
3,6,F,11,F2.35,275,F2.35.036,orange
3,6,B,11,F2.35,279,F2.35.037,orange
3,6,D,12,F2.35,285,F2.35.038,orange
3,6,C,12,F2.35,286,F2.35.039,orange
4,7,B,1,F2.35,295,F2.35.040,orange
4,7,C,3,F2.35,310,F2.35.041,orange
4,7,B,3,F2.35,311,F2.35.042,orange
4,7,F,4,F2.35,315,F2.35.043,orange
4,7,D,4,F2.35,317,F2.35.044,orange
4,7,F,6,F2.35,331,F2.35.045,orange
4,7,E,6,F2.35,332,F2.35.046,orange
4,7,C,6,F2.35,334,F2.35.047,orange
4,8,F,7,F2.35,339,F2.35.048,orange
4,8,B,7,F2.35,343,F2.35.049,orange
4,8,E,8,F2.35,348,F2.35.050,orange
4,8,E,11,F2.35,372,F2.35.051,orange
4,8,B,12,F2.35,383,F2.35.052,orange
5,9,E,1,F2.35,388,F2.35.053,orange
5,9,E,3,F2.35,404,F2.35.054,orange
5,9,C,3,F2.35,406,F2.35.055,orange
5,9,B,3,F2.35,407,F2.35.056,orange
5,9,A,4,F2.35,416,F2.35.057,orange
5,9,G,6,F2.35,426,F2.35.058,orange
5,10,A,7,F2.35,440,F2.35.059,orange
5,10,H,10,F2.35,457,F2.35.060,orange
5,10,F,11,F2.35,467,F2.35.061,orange
5,10,C,11,F2.35,470,F2.35.062,orange
5,10,F,12,F2.35,475,F2.35.063,orange
5,10,E,12,F2.35,476,F2.35.064,orange
5,10,A,12,F2.35,480,F2.35.065,orange
6,11,H,2,F2.35,489,F2.35.066,orange
6,11,B,2,F2.35,495,F2.35.067,orange
6,11,F,3,F2.35,499,F2.35.068,orange
6,11,H,4,F2.35,505,F2.35.069,orange
6,11,D,4,F2.35,509,F2.35.070,orange
6,11,C,5,F2.35,518,F2.35.071,orange
6,11,A,5,F2.35,520,F2.35.072,orange
6,12,F,7,F2.35,531,F2.35.073,orange
6,12,E,8,F2.35,540,F2.35.074,orange
6,12,E,9,F2.35,548,F2.35.075,orange
6,12,F,10,F2.35,555,F2.35.076,orange
6,12,B,11,F2.35,567,F2.35.077,orange
6,12,C,12,F2.35,574,F2.35.078,orange
7,13,C,2,F2.35,590,F2.35.079,orange
7,13,F,3,F2.35,595,F2.35.080,orange
7,13,G,4,F2.35,602,F2.35.081,orange
7,13,C,5,F2.35,614,F2.35.082,orange
7,13,G,6,F2.35,618,F2.35.083,orange
7,14,H,7,F2.35,625,F2.35.084,orange
7,14,E,7,F2.35,628,F2.35.085,orange
7,14,H,8,F2.35,633,F2.35.086,orange
7,14,E,8,F2.35,636,F2.35.087,orange
7,14,D,8,F2.35,637,F2.35.088,orange
7,14,E,9,F2.35,644,F2.35.089,orange
7,14,B,9,F2.35,647,F2.35.090,orange
7,14,E,10,F2.35,652,F2.35.091,orange
8,15,B,1,F2.35,679,F2.35.092,orange
8,15,A,2,F2.35,688,F2.35.093,orange
8,15,D,3,F2.35,693,F2.35.094,orange
8,15,G,5,F2.35,706,F2.35.095,orange
8,15,E,5,F2.35,708,F2.35.096,orange
8,15,A,5,F2.35,712,F2.35.097,orange
8,16,H,8,F2.35,729,F2.35.098,orange
8,16,H,9,F2.35,737,F2.35.099,orange
8,16,C,9,F2.35,742,F2.35.100,orange
8,16,D,10,F2.35,749,F2.35.101,orange
8,16,C,10,F2.35,750,F2.35.102,orange
8,16,B,10,F2.35,751,F2.35.103,orange
8,16,A,11,F2.35,760,F2.35.104,orange
9,17,G,1,F2.35,770,F2.35.105,orange
9,17,A,1,F2.35,776,F2.35.106,orange
9,17,B,2,F2.35,783,F2.35.107,orange
9,17,D,3,F2.35,789,F2.35.108,orange
9,17,B,5,F2.35,807,F2.35.109,orange
9,17,E,6,F2.35,812,F2.35.110,orange
9,17,A,6,F2.35,816,F2.35.111,orange
9,18,G,7,F2.35,818,F2.35.112,orange
9,18,D,8,F2.35,829,F2.35.113,orange
9,18,F,9,F2.35,835,F2.35.114,orange
9,18,E,9,F2.35,836,F2.35.115,orange
9,18,E,11,F2.35,852,F2.35.116,orange
9,18,G,12,F2.35,858,F2.35.117,orange
10,19,G,1,F2.35,866,F2.35.118,orange
10,19,E,1,F2.35,868,F2.35.119,orange
10,19,C,3,F2.35,886,F2.35.120,orange
10,19,B,3,F2.35,887,F2.35.121,orange
10,19,A,5,F2.35,904,F2.35.122,orange
10,19,A,6,F2.35,912,F2.35.123,orange
10,20,G,7,F2.35,914,F2.35.124,orange
10,20,D,7,F2.35,917,F2.35.125,orange
10,20,H,9,F2.35,929,F2.35.126,orange
10,20,C,9,F2.35,934,F2.35.127,orange
10,20,D,10,F2.35,941,F2.35.128,orange
10,20,E,11,F2.35,948,F2.35.129,orange
10,20,F,12,F2.35,955,F2.35.130,orange
11,21,G,1,F2.35,962,F2.35.131,orange
11,21,A,1,F2.35,968,F2.35.132,orange
11,21,D,2,F2.35,973,F2.35.133,orange
11,21,H,3,F2.35,977,F2.35.134,orange
11,21,G,4,F2.35,986,F2.35.135,orange
11,21,C,4,F2.35,990,F2.35.136,orange
11,21,B,5,F2.35,999,F2.35.137,orange
11,21,C,6,F2.35,1006,F2.35.138,orange
11,22,B,7,F2.35,1015,F2.35.139,orange
11,22,G,8,F2.35,1018,F2.35.140,orange
11,22,C,10,F2.35,1038,F2.35.141,orange
11,22,F,12,F2.35,1051,F2.35.142,orange
11,22,C,12,F2.35,1054,F2.35.143,orange
12,23,F,2,F2.35,1067,F2.35.144,orange
12,23,B,2,F2.35,1071,F2.35.145,orange
12,23,E,3,F2.35,1076,F2.35.146,orange
12,23,B,3,F2.35,1079,F2.35.147,orange
12,23,H,4,F2.35,1081,F2.35.148,orange
12,23,D,4,F2.35,1085,F2.35.149,orange
12,23,C,4,F2.35,1086,F2.35.150,orange
12,24,E,8,F2.35,1116,F2.35.151,orange
12,24,C,8,F2.35,1118,F2.35.152,orange
12,24,E,9,F2.35,1124,F2.35.153,orange
12,24,C,9,F2.35,1126,F2.35.154,orange
12,24,D,11,F2.35,1141,F2.35.155,orange
12,24,A,11,F2.35,1144,F2.35.156,orange
13,25,H,1,F2.35,1153,F2.35.157,orange
13,25,H,2,F2.35,1161,F2.35.158,orange
13,25,A,3,F2.35,1176,F2.35.159,orange
13,25,B,4,F2.35,1183,F2.35.160,orange
13,26,H,8,F2.35,1209,F2.35.161,orange
13,26,A,8,F2.35,1216,F2.35.162,orange
13,26,D,9,F2.35,1221,F2.35.163,orange
13,26,C,9,F2.35,1222,F2.35.164,orange
13,26,B,9,F2.35,1223,F2.35.165,orange
13,26,D,10,F2.35,1229,F2.35.166,orange
13,26,C,10,F2.35,1230,F2.35.167,orange
13,26,H,11,F2.35,1233,F2.35.168,orange
13,26,H,12,F2.35,1241,F2.35.169,orange
14,27,C,1,F2.35,1254,F2.35.170,orange
14,27,A,2,F2.35,1264,F2.35.171,orange
14,27,A,4,F2.35,1280,F2.35.172,orange
14,27,C,5,F2.35,1286,F2.35.173,orange
14,27,A,5,F2.35,1288,F2.35.174,orange
14,27,F,6,F2.35,1291,F2.35.175,orange
14,27,E,6,F2.35,1292,F2.35.176,orange
14,28,C,7,F2.35,1302,F2.35.177,orange
14,28,G,9,F2.35,1314,F2.35.178,orange
14,28,F,9,F2.35,1315,F2.35.179,orange
14,28,B,9,F2.35,1319,F2.35.180,orange
14,28,E,10,F2.35,1324,F2.35.181,orange
14,28,E,11,F2.35,1332,F2.35.182,orange
15,29,E,1,F2.35,1348,F2.35.183,orange
15,29,D,2,F2.35,1357,F2.35.184,orange
15,29,C,2,F2.35,1358,F2.35.185,orange
15,29,H,3,F2.35,1361,F2.35.186,orange
15,29,B,3,F2.35,1367,F2.35.187,orange
15,29,E,5,F2.35,1380,F2.35.188,orange
15,29,B,5,F2.35,1383,F2.35.189,orange
15,30,H,8,F2.35,1401,F2.35.190,orange
15,30,F,8,F2.35,1403,F2.35.191,orange
15,30,D,8,F2.35,1405,F2.35.192,orange
15,30,A,9,F2.35,1416,F2.35.193,orange
15,30,B,10,F2.35,1423,F2.35.194,orange
15,30,H,11,F2.35,1425,F2.35.195,orange
3,6,A,8,S2.01,256,S2.01.001,white
4,7,E,4,S2.01,316,S2.01.002,white
4,7,C,4,S2.01,318,S2.01.003,white
5,9,D,1,S2.01,389,S2.01.004,white
5,9,E,4,S2.01,412,S2.01.005,white
8,16,H,11,S2.01,753,S2.01.006,white
10,19,A,3,S2.01,888,S2.01.007,white
10,20,C,8,S2.01,926,S2.01.008,white
10,20,E,9,S2.01,932,S2.01.009,white
12,23,G,1,S2.01,1058,S2.01.010,white
13,25,F,4,S2.01,1179,S2.01.011,white
13,25,H,6,S2.01,1193,S2.01.012,white
14,28,D,7,S2.01,1301,S2.01.013,white
1,2,D,9,S2.06,69,S2.06.001,white
2,3,C,5,S2.06,134,S2.06.002,white
5,9,A,2,S2.06,400,S2.06.003,white
5,9,B,5,S2.06,423,S2.06.004,white
6,12,A,10,S2.06,560,S2.06.005,white
8,16,A,9,S2.06,744,S2.06.006,white
9,17,F,6,S2.06,811,S2.06.007,white
11,22,F,11,S2.06,1043,S2.06.008,white
13,25,H,4,S2.06,1177,S2.06.009,white
14,27,F,4,S2.06,1275,S2.06.010,white
15,29,B,1,S2.06,1351,S2.06.011,white
15,30,G,11,S2.06,1426,S2.06.012,white
1,1,A,1,S2.12,8,S2.12.001,white
1,1,C,3,S2.12,22,S2.12.002,white
2,3,C,3,S2.12,118,S2.12.003,white
2,3,D,6,S2.12,141,S2.12.004,white
6,11,D,3,S2.12,501,S2.12.005,white
6,12,B,8,S2.12,543,S2.12.006,white
6,12,G,12,S2.12,570,S2.12.007,white
7,14,C,10,S2.12,654,S2.12.008,white
11,21,A,2,S2.12,976,S2.12.009,white
13,26,A,10,S2.12,1232,S2.12.010,white
14,27,B,2,S2.12,1263,S2.12.011,white
14,28,H,8,S2.12,1305,S2.12.012,white
15,29,D,5,S2.12,1381,S2.12.013,white
1,1,B,2,S2.13,15,S2.13.001,white
5,9,A,5,S2.13,424,S2.13.002,white
7,13,E,4,S2.13,604,S2.13.003,white
7,14,H,9,S2.13,641,S2.13.004,white
7,14,C,9,S2.13,646,S2.13.005,white
8,15,F,1,S2.13,675,S2.13.006,white
9,17,B,1,S2.13,775,S2.13.007,white
9,17,H,4,S2.13,793,S2.13.008,white
11,22,E,12,S2.13,1052,S2.13.009,white
12,23,A,4,S2.13,1088,S2.13.010,white
12,23,A,5,S2.13,1096,S2.13.011,white
14,28,E,12,S2.13,1340,S2.13.012,white
1,1,H,5,S2.14,33,S2.14.001,white
3,5,A,5,S2.14,232,S2.14.002,white
3,6,F,10,S2.14,267,S2.14.003,white
3,6,E,11,S2.14,276,S2.14.004,white
4,7,H,3,S2.14,305,S2.14.005,white
4,8,C,7,S2.14,342,S2.14.006,white
7,13,H,4,S2.14,601,S2.14.007,white
8,15,H,6,S2.14,713,S2.14.008,white
9,18,H,10,S2.14,841,S2.14.009,white
10,19,G,4,S2.14,890,S2.14.010,white
11,21,G,6,S2.14,1002,S2.14.011,white
13,25,A,4,S2.14,1184,S2.14.012,white
15,30,B,9,S2.14,1415,S2.14.013,white
2,3,B,2,S2.15,111,S2.15.001,white
2,3,F,4,S2.15,123,S2.15.002,white
3,6,D,7,S2.15,245,S2.15.003,white
4,8,C,9,S2.15,358,S2.15.004,white
6,12,D,10,S2.15,557,S2.15.005,white
8,15,G,2,S2.15,682,S2.15.006,white
9,18,C,12,S2.15,862,S2.15.007,white
10,19,G,2,S2.15,874,S2.15.008,white
11,22,H,7,S2.15,1009,S2.15.009,white
12,24,E,12,S2.15,1148,S2.15.010,white
12,24,A,12,S2.15,1152,S2.15.011,white
15,29,F,5,S2.15,1379,S2.15.012,white
